hieroglyph	gardiner_codes	transliteration	english	occurrence
𓎝𓎛𓏛	V29,V28,Y1	wAH	leave aside, overlook, ignore, institute, enter, pitch, wait, permit	3.25
𓎝𓎛𓏛	V29,V28,Y1	wAH	live long, endure, be patient	3.25
𓊵𓏏𓊪	R4,X1,Q3	Htp	altar	3.23377
𓊵𓏏𓊪	R4,X1,Q3	Htp	be pleased, be happy, be gracious, pardon, be at peace	3.23377
𓊵𓏏𓊪	R4,X1,Q3	Htp	be peaceful, become calm, go to rest, set	3.23377
𓊵𓏏𓊪	R4,X1,Q3	Htp	satisfy, make content, pacify, occupy (throne), rest in (tomb), assume (titulary)	3.23377
𓈖𓆑	N35,I9	nf	that, those	3.2
𓊃𓏏	O34,X1	st	it, them	3.08333
𓁷𓏤𓂋	D2,Z1,D21	Hr	face, sight	3.0
𓁷𓏤𓁶𓏤	D2,Z1,D1,Z1	Hr  tp	on behalf of	3.0
𓁷𓂋𓇯	D2,D21,N1	Hrw	upper part, top	3.0
𓂓𓏏𓀋	D28,X1,A9	kAt	work, construction, craft, profession	3.0
𓁿	D9	rmw	weep	3.0
𓄋𓏏𓏤	F13,X1,Z1	wpt	horns, top, brow, top-knot, head-dress, zenith	3.0
𓄋𓊪𓏴	F13,Q3,Z9	wpi	open, open up, inaugurate, part, separate, divide, judge, discern, distinguish, take	3.0
𓄔𓅓	F21,G17	sDm	hear (voice etc), hear of (something), listen (to), obey, understand, judge, satisfy (conditions)	3.0
𓄗𓏤	F23,Z1	xpS	foreleg, thigh, arm	3.0
𓄟𓋴𓇋𓇋𓏏	F31,S29,M17,M17,X1	mswt	children, offspring, young (of animals)	3.0
𓅡𓏤	G29,Z1	bA	soul, BA	3.0
𓅰	G42	wSA	fatten	3.0
𓇋𓏠𓈖𓅆	M17,Y5,N35,G7	imn	Amun	3.0
𓆷𓄿𓂝𓏛	M8,G1,D36,Y1	SAa	begin, be the first, spring, originate	3.0
𓈍𓂝𓏛	N28,D36,Y1	xai	rise (of sun),  appear in glory (of god or king), be shining (of kings)	3.0
𓈎𓌳𓌙	N29,U1,T14	qmA	throw, create, beget, produce, carry out (teaching), hammer out (from metal)	3.0
𓈞𓊃𓀉	N41,O34,A7	Hmsi	sit down	3.0
𓉺𓏌𓊖	O28,W24,O49	iwnw	Heliopolis	3.0
𓉗𓏏𓉐	O6,X1,O1	Hwt	temple, funerary chapel	3.0
𓉗𓏏𓉐	O6,X1,O1	Hwt	administrative district, estate	3.0
𓉗𓏏𓉐	O6,X1,O1	Htt	mine, quarry	3.0
𓊪𓎛𓄖	Q3,V28,F22	pHwy	reach, attain, finish, end by, attack, contest, spear, hit, surround, caught	3.0
𓊭	Q6	qrs	bury	3.0
𓊲	R3	wdHw	offering table	3.0
𓋞𓈒𓏥	S12,N33,Z2	nbw	gold	3.0
𓌃𓂧𓏏𓀁	S43,D46,X1,A2	mdw	speak, address (someone), speech, word, plea	3.0
𓌃𓂧𓏏𓀁	S43,D46,X1,A2	mdt	speech, words, (legal) plea, talk, (written) word, content (of letter), matter, affair	3.0
𓍅𓅪	U17,G37	grg	falsehood, lie	3.0
𓍇𓏤	U19,Z1	nwt	adze	3.0
𓌴𓏛	U2,Y1	mAwy	new	3.0
𓌽	U9	HqAt	corn-measure (of 4.54 litres)	3.0
𓍼𓂻	V12,D54	fx	set out, depart (to)	3.0
𓎅	V19	mDt	byre	3.0
𓎅	V19	XAr	sack, leather bag	3.0
𓎔𓂝	V22,D36	mH	cubit	3.0
𓎛𓀜	V28,A24	Hwi	surge up, overflow	3.0
𓎛𓃀𓎱	V28,D58,W3	Hb	festival	3.0
𓎛𓎿𓋴𓀁	V28,W14,S29,A2	Hsi	sing	3.0
𓍯𓈐	V4,N31	wA	far (from), long ago, for a long time past, go	3.0
𓍯𓈐	V4,N31	wA	fall (into a condition)	3.0
𓎸	W9	Xnm	be united, associated (with), be provided, endowed (with)	3.0
𓏶	Z11	imy	who is in, which is in	3.0
𓋴𓈖	S29,N35	sn	they, them, their	2.84722
𓋴𓈖	S29,N35	=sn	they, them, their	2.84722
𓂋𓍿𓀀	D21,V13,A1	rmT	man, men, mankind, Egyptians	2.83333
𓉲	O22	arq	know, perceive, gain full knowledge of, be wise, skilled (in)	2.83333
𓉲	O22	sH	booth, hall	2.83333
𓅱𓂻	G43,D54	iw	come, return	2.8
𓋴𓏏𓏥	S29,X1,Z2	st	they	2.75
𓂋𓈖𓀁	D21,N35,A2	rn	name	2.71429
𓂝𓆑	D36,I9	af	his command	2.66667
𓄊𓀜	F12,A24	wsr	powerful	2.66667
𓇑𓇑𓈖	M22,M22,N35	nn	this, these, here, hither	2.66667
𓇑𓇑𓈖	M22,M22,N35	nny	be weary, inert	2.66667
𓈐𓏏𓏤	N31,X1,Z1	wAt	road, way	2.66667
𓄤𓆑𓂋	F35,I9,D21	nfr	beautiful, fair, kindly (of face), good / fine / goodly (quality)	2.57143
𓄤𓆑𓂋	F35,I9,D21	nfr	necessary, good / fair (character), happy / well / good (condition), well - supplied, lawful	2.57143
𓄤𓆑𓂋	F35,I9,D21	nfr	happily, well	2.57143
𓄤𓆑𓂋	F35,I9,D21	nfr	good	2.57143
𓂜𓇋	D35,M17	ni	drive away, rebuff	2.5
𓃹𓈖𓏏	E34,N35,X1	wnt	that	2.5
𓃹𓈖𓏏	E34,N35,X1	wnnt	indeed, really	2.5
𓅧𓈎𓂻	G35,N29,D54	aq	enter, charge, come in, have the entree, set (of sun), run aground, be noticed	2.5
𓅧𓂻	G35,D54	aq	enter (into)	2.5
𓆓𓂝𓌙	I10,D36,T14	Dar	search out, investigate, seek, probe, palpate (wound), plan (work), take thought (for)	2.5
𓇼𓉐	N14,O1	sbA	door	2.5
𓉐𓂋𓏏𓇳	O1,D21,X1,N5	prt	the month of Peret (Winter)	2.5
𓊖𓊖	O49,O49	niwty	local (of gods)	2.5
𓊹𓉗	R8,O6	Hwt  nTr	temple	2.5
𓋭𓊃𓏛	S24,O34,Y1	Ts	used as a prefix to form abstracts	2.5
𓌥	T25	DbA	clothe, adorn	2.5
𓎛𓂝𓊪𓏭𓈘	V28,D36,Q3,Z4,N36	Hapy	Nile	2.5
𓏞𓀀	Y3,A1	sS	scribe	2.5
𓂋𓂧𓂾	D21,D46,D56	rd	foot	2.4
𓂋𓂞	D21,D37	rdi	give, put, place, appoint, send (letter), cause, permit, grant	2.4
𓇋𓋴𓏏	M17,S29,X1	ist	non-eclitic particle	2.4
𓇋𓋴𓏏	M17,S29,X1	isT	(non - part\u00edcula encl\u00edtica)	2.4
𓏏𓈖𓏥	X1,N35,Z2	tn	you, your	2.375
𓏏𓈖𓏥	X1,N35,Z2	Tn	you, your	2.375
𓏏𓈖𓏥	X1,N35,Z2	=Tn	you, your	2.375
𓀗𓀀	A19,A1	wr	great one, magnate	2.33333
𓎟𓂋𓇥𓂋𓀭	V30,D21,M36,D21,A40	nb  r  Dr	Lord-of-All	2.33333
𓅮𓄿	G40,G1	pA	this, the	2.25
𓅮𓄿	G40,G1	pAw	''past tense'' marker	2.25
𓊃𓏥	O34,Z2	.sn	they, them, their	2.25
𓌨𓂋𓏭	T28,D21,Z4	Xry	which is under, lower, having, possessing, suffering from (illness)	2.25
𓌨𓂋𓏭	T28,D21,Z4	Xrw	base, lower part, underside	2.25
𓌉𓆓𓇳	T3,I10,N5	HD	white, bright	2.16667
𓏇𓏏	W19,X1	mit	copy (of document)	2.16667
𓏏𓅱	X1,G43	tw	you	2.125
𓏏𓅱	X1,G43	tw	one	2.125
𓏏𓅱	X1,G43	tw	this, that	2.125
𓏏𓅱	X1,G43	tw	you, your	2.125
𓄊𓋴	F12,S29	wsr	strong	2.08333
𓀓	A16	ksw	bowings	2.0
𓀨𓀜	A35,A24	qd	build, fashion (men)	2.0
𓀼𓋴	A51,S29	Sps	a noble thing (to do)	2.0
𓀋𓏪	A9,Z3	kAt	work, construction, craft, profession	2.0
𓁶𓊪	D1,Q3	tp	head, headman, chief, tip (of toe), example (mathematics), the best of	2.0
𓁶𓊪	D1,Q3	tpy	being upon, principal, first, high (priest)	2.0
𓂋𓌨𓂋	D21,T28,D21	r  Hrw	below	2.0
𓁹𓊩	D4,Q2	wsir	Osiris	2.0
𓂭𓏤	D50,Z1	Dba	finger, thumb, toe, digit (one twentyeigth cubit), 10,000 (numeral)	2.0
𓃹𓈖𓂻	E34,N35,D54	wni	hasten, hurry, pass by, pass away	2.0
𓄖𓂻	F22,D54	pH	reach (a person or place), attain (wealth), finish (doing something)	2.0
𓄖𓂻	F22,D54	pH	end by (doing something), attack (someone), contest (a will), spear (fish)	2.0
𓄖𓂻	F22,D54	pH	hit (someone with comment), surround, caught	2.0
𓄟𓏏	F31,X1	mst	apron of fox-skins	2.0
𓄃	F5	SsA	be conversant (with)	2.0
𓅐𓏏𓁐	G14,X1,B1	mwt	mother	2.0
𓅓𓂻	G17,D54	mi	come !	2.0
𓅭𓇳	G39,N5	sA  ra	son of Re	2.0
𓅹𓈇	G49,N23	sS	marsh	2.0
𓆓𓏤	I10,Z1	Dt	cobra	2.0
𓇓𓏏𓆤𓏏	M23,X1,L2,X1	nsw   bity	king of Upper and Lower Egypt	2.0
𓇓𓏏𓆤𓏏	M23,X1,L2,X1	nsw bit	King of Upper and Lower Egypt	2.0
𓇓𓈞𓏏	M23,N41,X1	Hmt  nsw	queen	2.0
𓇗	M26	SmAw	Upper Egypt, Upper Egyptian	2.0
𓇩𓏏𓏤	M40,X1,Z1	ist	boundary stone, landmark	2.0
𓆵𓇳	M6,N5	tr	time, season	2.0
𓇼𓄿𓀜	N14,G1,A24	sbA	teach, teaching	2.0
𓈋𓏏𓅪	N26,X1,G37	Dwt	evil, sadness (of heart), dirt (encumbering ruin)	2.0
𓈎𓌳𓄿𓅓𓌙𓅯𓏛	N29,U1,G1,G17,T14,G41,Y1	qmA	form, appearance, nature	2.0
𓈖𓏭	N35,Z4	ny	therefore, for it, because of it	2.0
𓈖𓏭	N35,Z4	ny	we two, us two, our, they, them	2.0
𓈙𓅓𓏏	N37,G17,X1	Smt	mother - in - law	2.0
𓇲	N4	iAdt	dew	2.0
𓇳𓏤𓎟	N5,Z1,V30	ra  nb	everyday	2.0
𓉐𓂋𓏏𓂻	O1,D21,X1,D54	prt	(ritual) procession	2.0
𓉬	O18	kAr	shrine	2.0
𓉒	O2	pr  HD	treasury	2.0
𓊄	O35	is	go !	2.0
𓊄	O35	sy	she, her, it	2.0
𓊄	O35	sy	who ?, what ?	2.0
𓊄	O35	sbi	go, travel, attain, watch over, send, conduct (to), spend, pass (time), attain (good repute), approach	2.0
𓉔𓄿𓃀𓂻	O4,G1,D58,D54	hAb	send (someone, something)	2.0
𓉠	O9	nbt  Hwt	Nephthys (goddess)	2.0
𓊪𓏤	Q3,Z1	p	mat	2.0
𓊪𓊃𓂧𓇶	Q3,O34,D46,N8	psD	shine	2.0
𓊪𓈎𓂋𓊖	Q3,N29,D21,O49	pqr	precinct of Osiris at Abydos	2.0
𓊪𓏏𓎛	Q3,X1,V28	ptH	create	2.0
𓋄	R17	tA  wr	the Thinite nome	2.0
𓋭𓄲	S24,F46	Ts  pXr	vice - versa	2.0
𓋼	S36	Swyt	spirit (of god)	2.0
𓌢𓈖𓀀	T22,N35,A1	sn	brother	2.0
𓌢𓈖𓀀	T22,N35,A1	sn	husband	2.0
𓌨𓏏	T28,X1	Xrt	possessions, belongings, share, portion, requirements, due 9from), duty, skill	2.0
𓌉𓇳	T3,N5	HD	white, bright	2.0
𓌴𓁹𓄿𓄿	U2,D4,G1,G1	mAA	see, look upon, regard, see to (the performance of a task), inspect (work etc..)	2.0
𓌴𓁹𓄿𓄿	U2,D4,G1,G1	mAA	look on (at event) , look (at )	2.0
𓌴𓁹𓄿𓄿	U2,D4,G1,G1	mAw	aspect, appearance	2.0
𓌵	U3	mAA	see, look upon, regard, see to, inspect, look on	2.0
𓎔𓎛𓇇	V22,V28,M15	mHw	Lower Egypt	2.0
𓎛𓆑𓏏𓆙	V28,I9,X1,I14	HfAt	intestinal worm	2.0
𓎛𓋴𓈎𓌪	V28,S29,N29,T30	Hsq	cut off (head etc), cut out (heart etc), behead	2.0
𓎛𓈎𓂋𓀁	V28,N29,D21,A2	Hqr	be hungry	2.0
𓎟𓀭	V30,A40	nb	Lord, Master, Owner	2.0
𓍯𓄿𓈐	V4,G1,N31	wA	far (from), long ago, for a long time past, go	2.0
𓍯𓄿𓈐	V4,G1,N31	wA	fall (into a condition)	2.0
𓎼𓂋𓀁	W11,D21,A2	gs	be silent, be quiet, be still, cease, desist (from)	2.0
𓎼𓂋𓀁	W11,D21,A2	gs	silence	2.0
𓎼𓂋𓀁	W11,D21,A2	grw	also, further, any more	2.0
𓏂	W16	qbH	fountain ?	2.0
𓏌𓏲𓀀	W24,Z7,A1	wdpw	butler, cook	2.0
𓏌𓅱	W24,G43	wdpw	cupbearer	2.0
𓎳	W4	Hb	festival	2.0
𓎴	W5	Xry  Hbt	lector (priest)	2.0
𓏏𓏐	X1,X2	t	bread, loaf	2.0
𓏲𓏥	Z7,Z2	w	they, them, their	2.0
𓋴𓃀𓇼	S29,D58,N14	sbA	pupil, stutent	1.875
𓃂𓈗	D60,N35A	wab	pure, purify oneself, bathe, cleanse, purification	1.85
𓃂𓈗	D60,N35A	wab	serve as priest	1.85
𓀠𓏛	A28,Y1	qAi	tall, high, exalted, be raised on high, uplifted	1.75
𓀠𓏛	A28,Y1	qAt	height	1.75
𓄊𓋴𓂋𓂡	F12,S29,D21,D40	wsr	strong, powerful, wealthy, influential, rich (in years)	1.75
𓊢𓂝𓇳𓏤	P6,D36,N5,Z1	aHaw	lifetime, period, space (of time)	1.75
𓇼𓄿𓏏𓉐	N14,G1,X1,O1	dwAt	netherworld	1.66667
𓈖𓏏𓏭	N35,X1,Z4	nty	who, which	1.66667
𓉻𓉐	O29,O1	pr  aA	Great House, Palace, Pharaoh	1.66667
𓊃𓈙	O34,N37	sSw	disk (of metal)	1.66667
𓋹𓏤	S34,Z1	anx	sandal strap	1.66667
𓋹𓏤	S34,Z1	anx	captive	1.66667
𓏏𓍃𓅓	X1,U15,G17	tm	(negates the sentence)	1.66667
𓏏𓍃𓅓	X1,U15,G17	tm	be complete, complete, entire, everything, the universe	1.66667
𓂋𓉐	D21,O1	r  pr	temple, chapel	1.6
𓄤𓄤𓄤	F35,F35,F35	nfrw	beauty, goodness, young people (Book ofthe Dead)	1.6
𓄤𓄤𓄤	F35,F35,F35	nfrw	end (period of time)	1.6
𓇋𓂋𓇋	M17,D21,M17	iri	companion	1.6
𓉻𓂝𓄿𓏛	O29,D36,G1,Y1	aA(i)	great, plentiful, much, rich, senior	1.6
𓉻𓂝𓄿𓏛	O29,D36,G1,Y1	aA	greatness	1.6
𓉻𓂝𓄿𓏛	O29,D36,G1,Y1	aAw	greatly	1.6
𓋬	S23	dmD	reassemble (dismembered body), assemble, bring together (people)	1.58333
𓋬	S23	dmD	associate (with), join (someone), unite (lands)	1.58333
𓋬	S23	dmD	accumulate (grain), compile (spell), extend (hand)	1.58333
𓂚𓄿𓀜	D34,G1,A24	aHA	fight	1.5
𓃀𓇋𓈖𓅪	D58,M17,N35,G37	bin	bad, evil	1.5
𓃀𓇋𓈖𓅪	D58,M17,N35,G37	bin	evil	1.5
𓄟𓋴𓁒	F31,S29,B3	msi	bear, give birth, calve (of gazelle), lay (of bird), be born	1.5
𓄟𓋴𓁒	F31,S29,B3	msi	create (of god), bring forth (of field), make, fashion	1.5
𓄲𓂻	F46,D54	dbn	go round (a place), travel round (a region)	1.5
𓅓𓂜	G17,D35	m	do not	1.5
𓅭𓀀	G39,A1	sA	son	1.5
𓆈𓏏𓏥	I1,X1,Z2	aSAt	the many, the masses	1.5
𓆓𓏏𓇾	I10,X1,N16	Dt	eternity, for ever	1.5
𓆓𓏏𓇾	I10,X1,N16	Dt	estate	1.5
𓆓𓏏𓇾	I10,X1,N16	Dt	serf	1.5
𓇍𓇋𓇋𓏏𓂻	M18,M17,M17,X1,D54	iyt	mishap, trouble, harm, a wrong (which is done)	1.5
𓇔𓏭𓈇	M24,Z4,N23	rsy	southern, south of, South	1.5
𓈉𓏏𓏤	N25,X1,Z1	xAst	hill country, foreign land, desert	1.5
𓈍𓆱𓏥	N28,M3,Z2	xaw	weapons, funeral furniture, tomb-equipment, tackle (of ship), utensils, implements	1.5
𓊛𓏥	P1,Z2	dpwt	ships	1.5
𓊠	P4	wHa	investigate	1.5
𓊠𓂝	P4,D36	wHa	investigate	1.5
𓊹𓂋	R8,D21	nTry	divine, sacred	1.5
𓌙𓏛	T14,Y1	qmA	throw, create, beget, produce, carry out (teaching), hammer out (from metal)	1.5
𓌞𓋴𓂻	T18,S29,D54	Sms	follow, accompany, serve, bring, present	1.5
𓌞𓋴𓂻	T18,S29,D54	Smsw	following, suite	1.5
𓍛𓏤𓀀	U36,Z1,A1	Hm	servant	1.5
𓏏𓊹	X1,R8	it  nTr	god''s father	1.5
𓅱𓏥	G43,Z2	w	they, them, their	1.4
𓂧𓌪	D46,T30	dm	pronounce, proclaim (name), mention (by name), be renowned (of office)	1.33333
𓄿𓏤	G1,Z1	A	vulture, bird (en general)	1.33333
𓆑𓄿𓀋	I9,G1,A9	fAi	deliver (taxes, tribute)	1.33333
𓇉𓄿𓁶	M16,G1,D1	HA	occiput, back (of ear), behind, around	1.33333
𓇓𓅱	M23,G43	sw	(not translated)	1.33333
𓇓𓅱	M23,G43	sw	he, him, it	1.33333
𓇓𓅱	M23,G43	sw	he, she, it	1.33333
𓎟𓅆	V30,G7	nb	Lord, Master, Owner	1.33333
𓎡𓇋𓏏	V31,M17,X1	kit	shout of acclaim	1.33333
𓏇𓇋𓇋	W19,M17,M17	my	likewise, accordingly	1.33333
𓏲𓈇	Z7,N23	w	district, region	1.33333
𓅨𓂋𓏏	G36,D21,X1	wrt	greatness (of rank), what is important, very	1.28571
𓂡𓏥	D40,Z2	nxtw	victory	1.25
𓅓𓂺𓏛	G17,D53,Y1	m  bAH	in the presence of, in front of, in front, formerly	1.25
𓇼𓄿𓇳	N14,G1,N5	dwA	rise early	1.25
𓇼𓄿𓇳	N14,G1,N5	dwAw	dawn, morning	1.25
𓊃𓊪𓂋𓄭𓂻	O34,Q3,D21,F42,D54	spr	arrive, reach, come	1.25
𓅱𓇋	G43,M17	wi	I, me	1.2
𓈖𓏥	N35,Z2	n	we, us, our	1.14286
𓈖𓏥	N35,Z2	ny	we two, us two, our, they ,them	1.14286
𓈖𓏥	N35,Z2	=n	we, us, our	1.14286
𓀔𓂺	A17,D53	TA	boy	1.0
𓀧	A34	xwsi	pound, beat up, beat flat, build up, build, construct, stir	1.0
𓀸𓄿𓂡	A47,G1,D40	sAw	guard, ward off, restrain, heed	1.0
𓀋𓀜	A9,A24	ATp	be heavy laden (with trouble)	1.0
𓀋𓀜	A9,A24	fAi	carry, support	1.0
𓁦	C10	mAat	right - doing, righteousness	1.0
𓁷𓂋𓇯𓀀	D2,D21,N1,A1	Hry	head man	1.0
𓁷𓁶	D2,D1	Hry  tp	who is upon	1.0
𓂑	D27	mnD	breast	1.0
𓂓𓏥	D28,Z2	kAw	food	1.0
𓂓𓏏𓈓	D28,X1,N33A	kAt	work, construction, craft, profession	1.0
𓂓𓂋𓉬	D28,D21,O18	kAr	shrine	1.0
𓂚𓄿𓏲𓏏𓏭𓀜	D34,G1,Z7,X1,Z4,A24	aHAwty	warrior	1.0
𓂝𓈗	D36,N35A	a	dyke	1.0
𓂝𓆱	D36,M3	a	wooden rod	1.0
𓂥	D44	xrp	bring, provide, make offering of, dedicate	1.0
𓂧𓊃𓌪	D46,O34,T30	ds	flint	1.0
𓃀𓅱	D58,G43	bw	place	1.0
𓃃	D61	sAH	dependant ?	1.0
𓁼	D7	msdmt	black eye paint	1.0
𓃣	E16	SstA	make secret, mysterious, make inaccessible, secret, confidential matter,  (religious) mystery, problem	1.0
𓃥	E17	sAb	jackal	1.0
𓃹𓈖𓉿𓂡	E34,N35,O31,D40	wn	open, open up, rip open	1.0
𓃹𓏏𓇼	E34,X1,N14	wnwt	priesthood	1.0
𓃹𓈖𓈙𓄛	E34,N35,N37,F27	wnS	jackal	1.0
𓄋𓊪𓏏𓏴	F13,Q3,X1,Z9	wpwt	inventory, schedule	1.0
𓄋𓊪𓏏𓏴𓀁	F13,Q3,X1,Z9,A2	wpwt	message	1.0
𓄋𓊪𓏏𓏴	F13,Q3,X1,Z9	wpwt	business, mission	1.0
𓄐𓏛𓏥	F17,Y1,Z2	abw	offerings	1.0
𓄖𓏛	F22,Y1	kfA	be discreet	1.0
𓄗𓇼𓀭	F23,N14,A40	xpS	constellation of the Great Bear	1.0
𓄘	F24	xpS	stromg arm	1.0
𓄚𓈖𓂻	F26,N35,D54	Xn	approach	1.0
𓄟𓋴𓏏𓁒	F31,S29,X1,B3	mst	mother	1.0
𓄤𓏤	F35,Z1	nfr	beauty, good, kindness, goodness, happiness, good fortune	1.0
𓄤𓏤	F35,Z1	nfr	heart and wind-pipe	1.0
𓄭𓂋𓏏𓀁	F42,D21,X1,A2	sprt	petition	1.0
𓄆𓏪	F8,Z3	Sfyt	majesty, respect	1.0
𓅒	G16	nbty	The Two Ladies (Nekhbet and Edjoyet)	1.0
𓅁𓇋𓇋𓂺	G3,M17,M17,D53	mAy	foetus	1.0
𓅢𓏛𓏥	G30,Y1,Z2	bAw	power	1.0
𓅱𓃀𓈖𓇳	G43,D58,N35,N5	wbn	rise, shine, glitter, appear, overflow, be excessive	1.0
𓅷𓄿𓇋𓇋𓂺𓀀	G47,G1,M17,M17,D53,A1	TAy	male, man	1.0
𓅸	G48	sSy	nest	1.0
𓅽𓏤𓀭𓏪	G53,Z1,A40,Z3	bAw	souls (of dead), power, deed of power	1.0
𓆈𓏥	I1,Z2	aSA	many, numerous, much, plentiful, ordinary, quantity, multitude	1.0
𓆎𓅓𓏏𓊖	I6,G17,X1,O49	kmt	the Black Land, Egypt	1.0
𓆎𓏏𓊖	I6,X1,O49	kmt	the Black Land, Egypt	1.0
𓆐	I8	Hfn	100,000 , a great quantity	1.0
𓆣𓂋𓈖	L1,D21,N35	xpr  n	accrue to	1.0
𓆣𓏤	L1,Z1	xprr	dung beetle, scarab	1.0
	M163	rx  nsw	king''s aquaintance	1.0
𓇋𓄿𓀗	M17,G1,A19	iAw	old man	1.0
𓇓𓏏𓇋𓇋	M23,X1,M17,M17	nsyt	kingship	1.0
𓇘𓏏	M27,X1	Smaw	musician	1.0
𓆱𓏏𓏤	M3,X1,Z1	xt	wood, timber, tree, woodland, mast, stick, pole, rod (measurement)	1.0
𓆳𓏏𓏤	M4,X1,Z1	rnpt	year	1.0
𓇭𓈒𓏥	M43,N33,Z2	iSd	fruit of various trees	1.0
𓇮𓏏𓏛	M44,X1,Y1	spdt	effectiveness ?	1.0
𓆷𓄿𓏛	M8,G1,Y1	SA	ordain, order, predestine, assign, settle, decide	1.0
𓆷𓂝𓏛	M8,D36,Y1	SAa	beginning	1.0
𓇼𓏏𓏛	N14,X1,Y1	sbAty	pupil, student	1.0
𓈎𓀠	N29,A28	qAi	tall, high, exalted, be raised on high, uplifted	1.0
𓈎𓈖𓏏𓂡	N29,N35,X1,D40	qnt	valour	1.0
𓈎𓈖𓈎𓈖𓏴𓂡	N29,N35,N29,N35,Z9,D40	qnqn	beat (people), pound up (medicines), beat out, flatten (metal), deal wrongly (with)	1.0
𓈎𓋴𓌟	N29,S29,T19	qs	bone	1.0
𓈙𓍯𓄿𓀢𓅪	N37,V4,G1,A30,G37	SwA	poor	1.0
𓈝𓅓𓂻	N40,G17,D54	Sm	go (to), walk, set out, pass, set (of sun)	1.0
𓈞𓅓𓊦	N41,G17,P10	Hm	steer	1.0
𓈞𓅓𓊦	N41,G17,P10	Hmw	steering-oar	1.0
𓉔𓂋𓅱𓇳𓏤	O4,D21,G43,N5,Z1	hrw	day, daytime	1.0
𓉔𓉔𓊮	O4,O4,Q7	hh	blast (of fire, of heat of sun, of disease)	1.0
𓊍	O40	xtyw	platform, dais, terraced hillside	1.0
𓊏𓊪𓂡	O42,Q3,D40	Ssp	take, accept, receive, assume (crown), catch (fish), purchase, wear (clothes)	1.0
𓊑𓏏𓏤	O44,X1,Z1	iAt	office, function	1.0
𓊗𓏮	O50,Z4A	sp  2	twice (repetition)	1.0
𓉗𓉗𓉗	O6,O6,O6	Htwt	mines, quarries	1.0
	P4A	wiA	sacred barque	1.0
𓊢𓂝𓏲	P6,D36,Z7	aHaw	(ceremonial) stations (of persons)	1.0
𓊤𓏏𓏤	P8,X1,Z1	Hpt	oar	1.0
𓊥	P9	xrw .fy	says	1.0
𓊨𓁹𓀭	Q1,D4,A40	wsir	Osiris	1.0
𓊪𓅱	Q3,G43	pw	this	1.0
𓊪𓅱	Q3,G43	pw	who ?, what ?, whichever	1.0
𓊪𓆑𓏭	Q3,I9,Z4	pf	that (yonder)	1.0
𓊪𓎛𓂋𓂋𓂻	Q3,V28,D21,D21,D54	pHrr	run	1.0
𓊪𓏏𓂋𓆵𓀁	Q3,X1,D21,M6,A2	ptr	who ?, what ?	1.0
𓋁𓃀𓏏𓏭	R15,D58,X1,Z4	iAbty	east, eastern, left-hand	1.0
𓋉𓊾𓀭	R22,R12,A40	mnw	Min (god)	1.0
𓊶	R5	kApw	roof	1.0
𓊸	R7	snTr	cense	1.0
𓊹𓉗𓏏𓉐	R8,O6,X1,O1	Hwt  nTr	temple	1.0
𓋣	S15	THn	gleam, glittering	1.0
𓋨	S19	sDAw	seal - bearer	1.0
𓋨	S19	sDAw	precious	1.0
𓋷𓀁	S32,A2	siA	recognize, perceive, know, be aware of,	1.0
𓋾𓀀	S38,A1	HqA	ruler	1.0
𓋕	S4	bity	king of Lower Egypt	1.0
𓋗	S6	sxmty	the Double - Crown	1.0
𓌡𓏏𓏤	T21,X1,Z1	waty	sole, single	1.0
𓌢𓌢𓌢	T22,T22,T22	snwt	flagstaff	1.0
𓌥𓃀	T25,D58	DbAw	payments, reward, compensation, bribes	1.0
𓌌𓏴𓅪	T5,Z9,G37	HDi	damage, destruction	1.0
𓌴𓁹𓄿𓈖	U2,D4,G1,N35	mAA   n	look at	1.0
𓍋𓅓𓂋𓉴	U23,G17,D21,O24	mr	pyramid	1.0
𓍕	U31	rtH	confine, restrain	1.0
𓍖𓈔𓈓	U32,N34,N33A	Hsmn	bronze	1.0
𓍘𓅨𓂋	U33,G36,D21	twr	show respect to	1.0
𓌷𓂝𓊡	U5,D36,P5	mAaw	breeze	1.0
𓌻𓂋𓀁	U7,D21,A2	mri	love, want, wish, desire	1.0
𓍸𓆱	V11,M3	pxA	decking (of ship)	1.0
𓍿𓊃𓅓𓃡	V13,O34,G17,E14	Tsm	hound, dog	1.0
𓍬𓏥	V2,Z2	stAw	injury	1.0
𓎔𓏏	V22,X1	mHty	North	1.0
𓎛𓃀𓎳	V28,D58,W4	Hb	festival	1.0
𓎛𓈎𓏏𓏊	V28,N29,X1,W22	Hnqt	beer	1.0
𓎛𓈎𓏏𓏊	V28,N29,X1,W22	Hnqt	beer	1.0
𓎟𓀀	V30,A1	nb	Lord, Master, Owner	1.0
𓎟𓀀	V30,A1	nb	husband	1.0
𓎡𓇋𓀁	V31,M17,A2	ki	cry out	1.0
𓍯𓄿𓀁	V4,G1,A2	wA	brood (on), conspire (against), schemer	1.0
𓍯𓄿𓀜	V4,G1,A24	wA	far (from), long ago, for a long time past, go	1.0
𓍯𓄿𓏲𓏲𓈐𓂻	V4,G1,Z7,Z7,N31,D54	wA	far (from), long ago, for a long time past, go	1.0
𓍯𓄿𓂻	V4,G1,D54	wA	fall (into a condition)	1.0
𓎺𓏛	W10,Y1	wsx	extensive (of riches)	1.0
